,budget,id,popularity,release_date,revenue,runtime,title,vote_average,vote_count,release_year,returncon
281,4800000,56428,0.426952,1994-04-22,0,89.0,Beyond Bedlam,4.0,4,1994,0.0
282,0,63105,1.466491,1995-09-26,0,83.0,Nemesis 2 - Nebula,4.6,10,1995,0.0
283,0,131957,0.769522,1995-03-03,0,100.0,Nina Takes a Lover,7.4,4,1995,0.0
284,34000000,241,11.226856,1994-08-25,50282766,119.0,Natural Born Killers,6.9,927,1994,1.4789048823529412
285,0,9058,4.936761,1994-09-17,0,115.0,Only You,6.4,92,1994,0.0
286,0,527,4.025276,1994-09-02,2201126,99.0,Once Were Warriors,7.6,106,1994,0.0
287,0,18220,6.448039,1996-01-16,0,106.0,Poison Ivy II: Lily,4.6,32,1996,0.0
288,50000000,6950,13.676444,1995-03-10,189859560,127.0,Outbreak,6.4,522,1995,3.7971912
289,16000000,101,20.477329,1994-09-14,45284974,110.0,Leon: The Professional,8.2,4293,1994,2.830310875
290,11000000,63020,1.433544,1995-05-12,2832826,113.0,The Perez Family,6.6,9,1995,0.25752963636363635
291,0,2307,0.463307,1995-04-28,0,94.0,A Pyromaniac's Love Story,7.0,2,1995,0.0
292,8000000,680,140.950236,1994-09-10,213928762,154.0,Pulp Fiction,8.3,8670,1994,26.74109525
293,0,41478,7.160149,1995-11-10,6834525,124.0,Panther,6.4,6,1995,0.0
294,400000,25296,1.638622,1992-02-01,152322,105.0,Pushing Hands,6.1,9,1992,0.380805
295,0,40156,1.881932,1994-01-01,4176932,98.0,Priest,6.4,32,1994,0.0
296,0,11450,7.772505,1994-09-16,0,133.0,Quiz Show,7.1,262,1994,0.0
297,0,30304,1.296912,1995-05-05,0,94.0,Picture Bride,7.4,5,1995,0.0
298,0,10452,4.405405,1994-05-13,0,162.0,Queen Margot,7.0,67,1994,0.0
299,32000000,12106,7.54701,1995-02-09,18552460,107.0,The Quick and the Dead,6.2,431,1995,0.579764375
300,22000000,161495,3.395867,1995-03-01,12400000,108.0,Roommates,6.4,7,1995,0.5636363636363636
301,15000000,3586,6.259433,1994-12-23,11300653,133.0,Prêt-à-Porter,5.3,33,1994,0.7533768666666667
302,0,110,7.832755,1994-05-27,0,99.0,Three Colors: Red,7.8,246,1994,0.0
303,0,108,8.843517,1993-01-10,0,98.0,Three Colors: Blue,7.7,311,1993,0.0
304,0,109,6.5898,1994-01-26,0,91.0,Three Colors: White,7.3,218,1994,0.0
305,0,159185,0.078257,1994-10-14,0,111.0,"Red Firecracker, Green Firecracker",7.0,2,1994,0.0
306,0,36357,1.155255,1995-01-01,0,85.0,Rent-a-Kid,5.1,15,1995,0.0
307,0,92769,0.499601,1995-10-03,0,90.0,Relative Fear,4.7,3,1995,0.0
308,0,28033,1.390885,1995-04-12,0,95.0,Stuart Saves His Family,5.0,6,1995,0.0
309,35000000,22586,8.910462,1994-11-18,9771658,89.0,The Swan Princess,6.5,251,1994,0.27919022857142856
310,0,14334,1.750481,1994-01-01,0,97.0,The Secret of Roan Inish,6.1,15,1994,0.0
311,45000000,2636,10.388183,1994-10-07,170362582,110.0,The Specialist,5.5,317,1994,3.7858351555555556
312,55000000,2164,13.328924,1994-10-27,196567262,121.0,Stargate,6.8,942,1994,3.5739502181818184
313,22000000,11395,9.665424,1994-11-10,189833357,97.0,The Santa Clause,6.3,501,1994,8.628788954545454
314,25000000,278,51.645403,1994-09-23,28341469,142.0,The Shawshank Redemption,8.5,8358,1994,1.13365876
315,0,9905,8.223026,1994-12-22,0,92.0,Shallow Grave,7.0,247,1994,0.0
316,0,87078,1.298224,1993-09-14,102780,96.0,Suture,6.0,7,1993,0.0
317,0,12527,1.777197,1993-01-01,0,108.0,Strawberry and Chocolate,7.1,16,1993,0.0
318,0,20306,5.869261,1994-09-10,0,101.0,Swimming with Sharks,6.7,104,1994,0.0
319,32,36614,1.407427,1994-07-12,0,100.0,The Sum of Us,6.0,21,1994,0.0
320,0,27993,5.05806,1995-09-08,0,91.0,Senior Trip,5.7,23,1995,0.0
321,0,31439,5.260627,1994-06-30,0,125.0,To Live,7.7,62,1994,0.0
322,25000000,9067,7.602087,1995-03-31,4064495,98.0,Tank Girl,5.5,140,1995,0.1625798
323,0,9059,9.455342,1995-01-13,0,92.0,Tales from the Crypt: Demon Knight,6.7,96,1995,0.0
324,38000000,193,8.105708,1994-11-17,120000000,118.0,Star Trek: Generations,6.4,461,1994,3.1578947368421053
325,6000000,25066,2.86007,1995-05-24,12000000,98.0,Tales from the Hood,5.4,33,1995,2.0
326,0,46797,0.704204,1994-04-15,0,115.0,Tom & Viv,5.8,8,1994,0.0
327,0,12122,6.529879,1995-04-28,0,99.0,Village of the Damned,5.6,165,1995,0.0
328,0,11381,11.971318,1995-03-31,32648673,97.0,Tommy Boy,6.8,321,1995,0.0
329,0,32636,7.039846,1994-09-13,0,119.0,Vanya on 42nd Street,6.1,15,1994,0.0
330,6500000,36141,2.059771,1995-04-28,0,99.0,The Underneath,5.6,15,1995,0.0
331,0,95963,0.620873,1995-02-24,0,88.0,The Walking Dead,6.6,4,1995,0.0
332,11000000,1587,10.3919,1993-12-17,10032765,118.0,What's Eating Gilbert Grape,7.5,943,1993,0.9120695454545454
333,30000000,9271,5.188399,1995-08-04,24048000,106.0,Virtuosity,5.4,163,1995,0.8016
334,17000000,2064,15.783615,1995-04-21,182057016,103.0,While You Were Sleeping,6.5,340,1995,10.709236235294117
335,0,19855,3.908596,1994-11-04,0,126.0,The War,6.3,39,1994,0.0
336,0,60855,0.372239,1994-09-07,759393,87.0,Double Happiness,5.5,2,1994,0.0
337,3000000,236,5.254847,1994-09-29,15119639,106.0,Muriel's Wedding,6.9,104,1994,5.039879666666667
338,0,48287,2.15805,1995-08-18,0,94.0,The Baby-Sitters Club,5.3,23,1995,0.0
339,15000000,3049,11.247957,1994-02-04,107217396,86.0,Ace Ventura: Pet Detective,6.4,1684,1994,7.1478264
340,0,2759,8.328596,1994-05-31,11220670,104.0,"The Adventures of Priscilla, Queen of the Desert",7.2,174,1994,0.0
341,0,12635,2.487951,1994-04-01,0,100.0,Backbeat,6.2,37,1994,0.0
342,5000000,10497,11.298195,1992-09-02,1862805,139.0,Bitter Moon,7.0,115,1992,0.372561
343,0,11382,5.72288,1994-10-14,0,98.0,Bullets Over Broadway,7.0,130,1994,0.0
344,62000000,9331,7.513245,1994-08-03,215887717,141.0,Clear and Present Danger,6.4,390,1994,3.482059951612903
345,45000000,10731,15.263829,1994-07-20,117615211,119.0,The Client,6.4,287,1994,2.6136713555555557
346,0,10464,6.924689,1994-08-12,0,115.0,"Corrina, Corrina",6.4,83,1994,0.0
347,0,34152,2.533022,1994-05-13,0,115.0,Crooklyn,6.7,31,1994,0.0
348,15000000,9495,15.799336,1994-05-11,94000000,102.0,The Crow,7.3,980,1994,6.266666666666667
349,0,29973,2.583363,1994-12-02,1007583,128.0,Cobb,6.1,29,1994,0.0
350,46000000,888,15.019586,1994-05-26,341631208,91.0,The Flintstones,5.0,559,1994,7.426765391304348
351,55000000,13,48.307194,1994-07-06,677945399,142.0,Forrest Gump,8.2,8147,1994,12.326279981818182
352,6000000,712,8.990345,1994-03-09,254700832,117.0,Four Weddings and a Funeral,6.6,654,1994,42.45013866666667
353,0,16295,7.817811,1995-01-11,38290723,127.0,Higher Learning,6.4,49,1995,0.0
354,0,48992,0.289295,1994-10-14,1777020,104.0,I Like It Like That,6.3,4,1994,0.0
355,45000000,10879,3.570874,1994-06-29,61947267,123.0,I Love Trouble,5.3,41,1994,1.3766059333333334
356,0,10660,11.272073,1994-07-29,0,101.0,It Could Happen to You,6.1,154,1994,0.0
357,0,10714,10.714235,1994-12-23,0,111.0,The Jungle Book,5.9,107,1994,0.0
358,0,41647,0.568884,1993-09-11,449707,180.0,"The Wonderful, Horrible Life of Leni Riefenstahl",7.3,5,1993,0.0
359,45000000,8587,21.605761,1994-06-23,788241776,89.0,The Lion King,8.0,5520,1994,17.516483911111113
360,35000000,1689,5.681522,1993-12-01,4858139,140.0,Little Buddha,6.0,76,1993,0.13880397142857143
361,14000000,11596,9.860522,1994-10-13,18090181,112.0,New Nightmare,6.4,297,1994,1.2921557857142858
362,23000000,854,14.13488,1994-07-29,351583407,101.0,The Mask,6.6,2550,1994,15.286235086956522
363,0,9359,15.050326,1994-05-20,0,127.0,Maverick,6.6,490,1994,0.0
364,0,23333,4.739054,1994-09-07,0,125.0,Mrs. Parker and the Vicious Circle,6.3,20,1994,0.0
365,30000000,36593,10.587232,1994-03-18,51132598,83.0,The Naked Gun 33⅓: The Final Insult,6.4,535,1994,1.7044199333333334
366,6000000,12280,4.006063,1994-03-18,0,112.0,The Paper,6.1,40,1994,0.0
367,11500000,2788,6.514592,1994-02-18,20079850,99.0,Reality Bites,6.5,180,1994,1.7460739130434784
368,8000000,10427,5.137903,1993-07-08,2000000,98.0,Red Rock West,6.4,71,1993,0.25
369,40000000,11011,6.595255,1994-12-19,0,95.0,Ri¢hie Ri¢h,5.4,426,1994,0.0
370,0,49803,4.931565,1994-12-01,0,98.0,Safe Passage,4.9,7,1994,0.0
371,45000000,8987,10.511241,1994-09-30,0,111.0,The River Wild,6.1,214,1994,0.0
372,30000000,1637,10.859292,1994-06-09,350448145,116.0,Speed,6.8,1814,1994,11.681604833333333
373,0,15128,2.334226,1994-12-16,0,99.0,Speechless,5.5,24,1994,0.0
374,27000000,8831,8.907074,1994-09-15,101646581,99.0,Timecop,5.5,288,1994,3.764688185185185
375,115000000,36955,11.396099,1994-07-14,378882411,141.0,True Lies,6.8,1138,1994,3.2946296608695653
376,0,10449,4.322544,1994-04-29,50021959,126.0,When a Man Loves a Woman,6.0,71,1994,0.0
377,0,10395,14.063845,1994-06-17,0,125.0,Wolf,6.0,221,1994,0.0
378,63000000,12160,9.277147,1994-06-24,25052000,191.0,Wyatt Earp,6.5,203,1994,0.39765079365079364
379,0,40480,0.912415,1995-01-20,0,108.0,Bad Company,4.9,12,1995,0.0
380,0,52038,0.406113,1994-12-22,953,99.0,A Man of No Importance,6.5,2,1994,0.0
381,0,29444,2.504529,1994-09-15,0,96.0,S.F.W.,6.1,22,1994,0.0
382,10000000,26352,3.021526,1994-11-23,29392418,100.0,A Low Down Dirty Shame,6.0,31,1994,2.9392418
383,0,39953,0.054148,1994-09-30,0,91.0,"Boys Life: Three Stories of Love, Lust, and Liberation",2.0,1,1994,0.0
384,0,41580,0.934312,1994-01-01,0,110.0,Colonel Chabert,5.9,9,1994,0.0
385,45000,315,4.220541,1965-08-06,0,83.0,"Faster, Pussycat! Kill! Kill!",6.5,59,1965,0.0
386,7000000,22067,0.912909,1994-09-28,20851521,119.0,Jason's Lyric,5.9,9,1994,2.9787887142857143
387,0,18242,0.381704,1993-12-10,0,61.0,The Secret Adventures of Tom Thumb,7.1,8,1993,0.0
388,35000000,11667,13.58449,1994-12-22,99423521,102.0,Street Fighter,4.1,330,1994,2.8406720285714284
389,0,32502,2.342756,1995-09-15,0,92.0,Coldblooded,6.7,13,1995,0.0
390,0,267188,0.251223,1997-12-31,0,97.0,Desert Winds,0.0,0,1997,0.0
391,0,28732,1.108494,1995-05-13,0,88.0,Fall Time,6.3,6,1995,0.0
392,0,75555,0.268043,1995-01-20,0,98.0,The Fear,3.4,7,1995,0.0
393,0,42981,0.142357,1995-10-20,0,89.0,Frank and Ollie,7.5,4,1995,0.0
394,0,278939,0.405392,1995-10-24,0,89.0,Girl in the Cadillac,10.0,1,1995,0.0
395,0,291731,0.014925,1995-05-03,0,97.0,Homage,0.0,0,1995,0.0
396,0,226229,0.302957,1995-11-21,0,92.0,Mirage,4.0,1,1995,0.0
397,0,203119,0.012456,1996-05-03,0,97.0,Open Season,0.0,0,1996,0.0
398,0,172923,0.233376,1995-05-26,0,0.0,Dos Crímenes,5.0,1,1995,0.0
399,0,316098,0.0368,1995-03-01,0,115.0,Brother Minister: The Assassination of Malcolm X,4.0,1,1995,0.0
400,26000000,8011,6.866634,1994-11-29,36800000,99.0,Highlander: The Final Dimension,4.5,110,1994,1.4153846153846155
401,0,171857,0.100685,1995-02-24,0,97.0,Federal Hill,5.0,2,1995,0.0
402,8000000,2654,8.497643,1994-12-12,8946600,95.0,In the Mouth of Madness,7.1,307,1994,1.118325
403,0,18069,1.888534,1994-02-25,0,105.0,8 Seconds,7.2,22,1994,0.0
404,0,19092,4.38154,1994-03-23,0,96.0,Above the Rim,6.7,40,1994,0.0
405,0,2758,17.555909,1993-11-19,48919043,94.0,Addams Family Values,6.5,537,1993,0.0
406,0,38129,0.394194,1994-04-27,0,84.0,Martin Lawrence: You So Crazy,4.5,4,1994,0.0
407,34000000,10436,8.013617,1993-09-17,32255440,139.0,The Age of Innocence,7.0,172,1993,0.9486894117647059
408,0,13595,7.09232,1994-08-05,0,92.0,Airheads,5.8,222,1994,0.0
409,17080000,46094,1.896273,1994-01-07,21011500,107.0,The Air Up There,5.1,42,1994,1.2301814988290398
410,0,9409,12.967239,1993-07-22,0,105.0,Another Stakeout,4.9,58,1993,0.0
411,0,11853,14.644772,1994-04-22,15240435,99.0,Bad Girls,4.6,61,1994,0.0
412,3200000,16771,1.632711,1994-07-29,0,100.0,Barcelona,6.6,20,1994,0.0
413,40000000,46924,2.783872,1994-05-06,0,122.0,Being Human,5.0,15,1994,0.0
414,0,11041,5.673735,1993-10-15,0,93.0,The Beverly Hillbillies,5.0,86,1993,0.0
415,50000000,306,11.787784,1994-05-24,119208989,104.0,Beverly Hills Cop III,5.5,445,1994,2.38417978
416,0,14522,8.398845,1994-07-29,0,88.0,Black Beauty,6.6,68,1994,0.0
417,0,26203,3.00282,1994-01-26,16668552,106.0,Blink,6.3,45,1994,0.0
418,0,178,13.155071,1994-07-01,30156002,121.0,Blown Away,6.0,126,1994,0.0
419,0,19819,6.131056,1994-02-18,0,108.0,Blue Chips,5.7,41,1994,0.0
420,0,57834,4.993829,1994-09-16,0,101.0,Blue Sky,6.1,28,1994,0.0
421,13000000,4722,6.559693,1993-06-09,428868,87.0,Body Snatchers,5.8,102,1993,0.032989846153846154
422,0,18215,4.304224,1993-06-18,1796389,107.0,Boxing Helena,4.5,59,1993,0.0
423,22000000,1607,6.115628,1993-09-14,17287898,121.0,A Bronx Tale,7.4,447,1993,0.7858135454545454
424,0,26391,1.679042,1994-01-07,3662459,80.0,Cabin Boy,4.9,28,1994,0.0
425,13000000,117553,1.316741,1993-09-03,2570145,90.0,Calendar Girl,3.7,10,1993,0.19770346153846155
426,30000000,6075,8.698509,1993-11-10,36516012,144.0,Carlito's Way,7.7,805,1993,1.2172004
427,0,11310,8.605703,1994-06-10,0,116.0,City Slickers II: The Legend of Curly's Gold,4.9,103,1994,0.0
428,0,18658,2.724621,1994-05-06,7355425,107.0,Clean Slate,5.7,25,1994,0.0
429,70000000,9350,9.830853,1993-05-28,255000211,112.0,Cliffhanger,6.1,600,1993,3.642860157142857
430,0,9612,10.722729,1993-07-23,0,88.0,Coneheads,4.8,228,1993,0.0
431,40000000,2124,14.228963,1994-08-19,19726050,121.0,Color of Night,5.4,117,1994,0.49315125
432,0,26261,7.042878,1994-04-15,0,93.0,Cops & Robbersons,5.0,36,1994,0.0
433,0,19176,4.286279,1994-06-03,0,102.0,The Cowboy Way,5.1,38,1994,0.0
434,0,49299,2.70097,1993-11-19,0,108.0,Dangerous Game,5.4,9,1993,0.0
435,0,11566,13.696394,1993-05-07,63000000,110.0,Dave,6.3,205,1993,0.0
436,6900000,9571,6.8652,1993-09-24,7993039,102.0,Dazed and Confused,7.4,588,1993,1.1584114492753623
437,57000000,9739,11.626116,1993-10-08,159055768,115.0,Demolition Man,6.4,1018,1993,2.7904520701754385
438,0,24257,0.408159,1994-06-03,0,109.0,The Endless Summer 2,7.1,12,1994,0.0
439,8000000,34444,2.970724,1994-05-13,0,96.0,Even Cowgirls Get the Blues,4.2,29,1994,0.0
440,0,26141,3.555139,1993-10-29,0,91.0,Fatal Instinct,5.4,37,1993,0.0
441,0,10997,4.875827,1993-09-16,0,171.0,Farewell My Concubine,7.8,98,1993,0.0
442,0,50463,1.344876,1994-04-29,0,97.0,The Favor,3.3,6,1994,0.0
443,0,10443,9.284624,1993-10-15,0,122.0,Fearless,6.8,80,1993,0.0
444,0,20239,0.985441,1994-10-28,0,88.0,Fear of a Black Hat,5.8,11,1994,0.0
445,0,16297,2.969003,1994-04-29,0,103.0,With Honors,6.1,54,1994,0.0
446,0,18551,1.896869,1993-11-05,9488998,126.0,Flesh and Bone,6.2,22,1993,0.0
447,0,25440,0.409427,1994-05-13,0,101.0,Widows' Peak,4.3,3,1994,0.0
448,30000000,9024,8.468869,1993-10-01,11146270,94.0,For Love or Money,5.7,77,1993,0.3715423333333333
449,42000000,37233,9.678367,1993-06-30,270248367,154.0,The Firm,6.6,513,1993,6.434484928571429
450,20000000,1634,5.990572,1993-07-16,153698625,112.0,Free Willy,6.0,429,1993,7.68493125
451,0,13815,3.970215,1994-08-24,0,114.0,Fresh,7.6,56,1994,0.0
452,44000000,5503,10.08937,1993-08-06,368875760,130.0,The Fugitive,7.2,1240,1993,8.38354
453,35000000,35588,4.653462,1993-12-10,18635620,115.0,Geronimo: An American Legend,5.9,44,1993,0.5324462857142858
454,0,2087,14.214403,1994-02-11,30,115.0,The Getaway,5.4,81,1994,0.0
455,30000000,41579,2.410545,1994-06-17,0,109.0,Getting Even with Dad,4.5,43,1994,0.0
456,0,18620,0.775898,1994-06-10,0,83.0,Go Fish,3.9,5,1994,0.0
457,0,41006,5.22583,1994-07-14,0,94.0,A Good Man in Africa,5.2,11,1994,0.0
458,0,4916,5.385108,1993-06-04,22886222,107.0,Guilty as Sin,5.6,21,1993,0.0
459,18000000,2019,7.834351,1993-08-20,74189677,97.0,Hard Target,6.1,237,1993,4.121648722222222
460,33000000,31642,4.190541,1993-12-24,0,140.0,Heaven & Earth,6.4,51,1993,0.0
461,25000000,9255,13.482371,1993-05-21,133752825,86.0,Hot Shots! Part Deux,6.2,463,1993,5.350113
462,0,26271,2.138959,1995-12-08,0,95.0,Live Nude Girls,4.7,12,1995,0.0
463,0,10612,5.331753,1995-05-12,0,99.0,The Englishman Who Went Up a Hill But Came Down a Mountain,6.1,83,1995,0.0
464,25000000,2259,10.687795,1993-10-19,0,140.0,The House of the Spirits,6.7,135,1993,0.0
465,0,16097,0.996047,1994-01-01,0,100.0,House Party 3,4.6,11,1994,0.0
466,30000000,11934,7.550545,1994-03-11,0,111.0,The Hudsucker Proxy,7.1,280,1994,0.0
467,40000000,106143,1.742974,1994-02-04,0,115.0,I'll Do Anything,5.7,18,1994,0.0
468,0,12475,6.071466,1994-08-12,28881266,91.0,In the Army Now,4.7,54,1994,0.0
469,40000000,9386,12.637158,1993-07-08,176997168,128.0,In the Line of Fire,6.8,392,1993,4.4249292
470,13000000,7984,7.405895,1993-12-12,65796862,133.0,In the Name of the Father,7.6,363,1993,5.0612970769230765
471,0,59930,0.613335,1994-04-22,8880705,110.0,The Inkwell,3.9,5,1994,0.0
472,0,15765,14.820883,1993-06-09,0,118.0,What's Love Got to Do with It,6.9,75,1993,0.0
473,30000000,31643,4.563989,1994-03-30,0,112.0,Jimmy Hollywood,4.6,17,1994,0.0
474,0,6,5.538671,1993-10-15,12136938,110.0,Judgment Night,6.4,79,1993,0.0
475,63000000,329,8.863776,1993-06-11,920100000,127.0,Jurassic Park,7.6,4956,1993,14.604761904761904
476,9000000,10909,8.4337,1993-09-01,2395231,117.0,Kalifornia,6.5,209,1993,0.2661367777777778
477,1500000,507,4.948569,1993-10-01,418961,96.0,Killing Zoe,6.1,111,1993,0.27930733333333335
478,0,34024,4.375347,1993-08-20,0,103.0,King of the Hill,6.4,33,1993,0.0
479,0,29918,3.645342,1994-07-22,0,94.0,Lassie,6.1,54,1994,0.0
480,85000000,9593,9.434006,1993-06-18,137298489,130.0,Last Action Hero,6.1,725,1993,1.6152763411764706
481,0,42580,6.446229,1993-06-04,0,91.0,Life With Mikey,5.1,24,1993,0.0
482,0,22317,2.913584,1994-03-11,0,98.0,Lightning Jack,5.7,40,1994,0.0
483,0,1413,6.516976,1993-09-09,1499795,101.0,M. Butterfly,6.6,35,1993,0.0
484,22000000,12121,5.43085,1993-05-27,0,111.0,Made in America,5.3,86,1993,0.0
485,0,2246,9.861672,1993-09-29,46405336,107.0,Malice,5.9,105,1993,0.0
486,0,10502,5.997712,1993-08-25,24760338,114.0,The Man without a Face,6.2,125,1993,0.0
487,13500000,10440,8.939404,1993-08-18,11285588,104.0,Manhattan Murder Mystery,7.1,169,1993,0.8359694814814815
488,3500000,9516,5.260924,1993-05-26,27900000,97.0,Menace II Society,7.2,179,1993,7.9714285714285715
489,55000000,2320,13.106291,1996-03-15,121969216,133.0,Executive Decision,5.8,261,1996,2.217622109090909
490,0,5879,8.932494,1976-05-15,0,105.0,In the Realm of the Senses,6.5,112,1976,0.0
491,0,83718,0.534606,1994-09-09,0,91.0,What Happened Was...,7.0,7,1994,0.0
492,8000000,11971,8.62724,1993-05-07,0,111.0,Much Ado About Nothing,7.2,194,1993,0.0
493,0,2625,6.579753,1993-10-08,0,114.0,Mr. Jones,5.9,35,1993,0.0
494,0,31911,13.011091,1993-10-15,0,98.0,Mr. Wonderful,5.5,11,1993,0.0
495,25000000,788,11.16553,1993-11-24,441286195,125.0,Mrs. Doubtfire,7.0,1638,1993,17.6514478
496,0,21450,8.665198,1993-09-14,0,131.0,Naked,7.5,105,1993,0.0
497,12000000,11231,9.9697,1994-07-18,15826984,107.0,The Next Karate Kid,4.8,202,1994,1.3189153333333334
498,0,41588,0.596207,1994-09-16,0,112.0,The New Age,4.8,5,1994,0.0
499,20000000,10447,9.715187,1994-04-29,15340000,118.0,No Escape,6.1,86,1994,0.767
500,40000000,31586,15.534707,1994-07-22,0,87.0,North,4.8,67,1994,0.0
501,4000000,9300,3.800785,1992-09-01,0,93.0,Orlando,6.7,53,1992,0.0
502,30000000,9559,8.040589,1993-11-24,135130999,138.0,A Perfect World,7.2,376,1993,4.504366633333333
503,26000000,9800,13.373006,1993-12-22,206678440,125.0,Philadelphia,7.6,1019,1993,7.949170769230769
504,7000000,713,7.436758,1993-05-19,116700000,121.0,The Piano,7.1,290,1993,16.67142857142857
505,14000000,8291,6.972599,1993-07-23,27515786,109.0,Poetic Justice,6.9,47,1993,1.9654132857142856
506,0,18133,3.199976,1993-09-24,23042200,112.0,The Program,6.0,28,1993,0.0
507,0,25557,7.272296,1994-10-21,8638072,109.0,The Puppet Masters,5.6,41,1994,0.0
508,0,22588,8.506727,1994-10-21,0,108.0,Radioland Murders,5.8,12,1994,0.0
509,11000000,10872,5.868677,1994-03-09,11439193,97.0,The Ref,6.7,99,1994,1.0399266363636364
510,11500000,1245,12.222576,1993-11-05,23237911,134.0,The Remains of the Day,7.5,213,1993,2.0206879130434783
511,40000000,11858,4.985157,1994-06-03,24332324,128.0,Renaissance Man,5.9,83,1994,0.6083081
512,0,7007,6.279082,1993-07-30,107198790,125.0,Rising Sun,5.8,188,1993,0.0
513,0,10467,3.416181,1994-10-28,0,118.0,The Road to Wellville,5.5,43,1994,0.0
514,22000000,5550,8.685798,1993-04-17,10696210,104.0,RoboCop 3,4.2,309,1993,0.4861913636363636
515,20000000,8005,17.136672,1993-07-28,35739755,104.0,Robin Hood: Men in Tights,6.4,575,1993,1.78698775
516,11500000,2088,9.796318,1993-09-13,3275585,100.0,Romeo Is Bleeding,5.7,36,1993,0.2848334782608696
517,0,10412,5.157926,1992-03-05,0,94.0,Romper Stomper,6.6,126,1992,0.0
518,800000,47889,0.941994,1993-10-08,1001437,114.0,Ruby in Paradise,5.6,10,1993,1.25179625
519,12000000,14534,5.914833,1993-09-17,22750363,114.0,Rudy,7.2,187,1993,1.8958635833333333
520,0,56583,1.065843,1993-11-03,0,99.0,The Saint of Fort Washington,4.0,5,1993,0.0
521,0,41878,1.031556,1992-08-19,0,126.0,Savage Nights,6.2,11,1992,0.0
522,22000000,424,41.725123,1993-11-29,321365567,195.0,Schindler's List,8.3,4436,1993,14.607525772727273
523,0,35233,5.715608,1994-09-30,0,101.0,The Scout,5.3,37,1994,0.0
524,0,14291,12.048587,1993-08-13,7266383,110.0,Searching for Bobby Fischer,7.3,100,1993,0.0
525,0,103413,0.882596,1994-09-30,0,105.0,Second Best,5.9,8,1994,0.0
526,0,11236,6.499523,1993-08-13,0,102.0,The Secret Garden,7.1,232,1993,0.0
527,13000000,11592,5.305311,1994-04-13,7820688,95.0,Serial Mom,6.4,137,1994,0.6015913846153846
528,25000000,8850,7.881107,1994-07-01,48063435,108.0,The Shadow,5.4,140,1994,1.9225374
529,22000000,10445,2.96586,1993-12-25,0,131.0,Shadowlands,6.8,61,1993,0.0
530,0,695,8.829337,1993-09-05,6110979,187.0,Short Cuts,6.9,136,1993,0.0
531,0,43535,4.13516,1994-09-02,0,106.0,A Simple Twist of Fate,5.7,26,1994,0.0
532,0,12519,2.86213,1993-10-01,7770731,98.0,Sirens,5.2,31,1993,0.0
533,0,23210,8.730025,1993-12-08,0,112.0,Six Degrees of Separation,6.5,75,1993,0.0
534,21000000,858,10.234919,1993-06-24,227799884,105.0,Sleepless in Seattle,6.5,630,1993,10.847613523809525
535,40000000,867,11.23297,1993-05-21,116300000,108.0,Sliver,4.9,144,1993,2.9075
536,28000000,78,96.272374,1982-06-25,33139618,117.0,Blade Runner,7.9,3833,1982,1.1835577857142856
537,0,13203,9.122718,1993-07-02,36448200,95.0,Son in Law,5.6,81,1993,0.0
538,20000000,10442,8.051914,1993-07-30,11585483,93.0,So I Married an Axe Murderer,6.1,131,1993,0.57927415
539,30,11074,13.390917,1993-09-17,0,102.0,Striking Distance,5.4,223,1993,0.0
540,0,33367,1.825468,1985-11-20,0,113.0,Harem,4.0,4,1985,0.0
541,48000000,9607,7.198455,1993-05-28,20915465,104.0,Super Mario Bros.,4.0,236,1993,0.4357388541666667
542,7400000,17585,3.644641,1994-04-15,7690013,96.0,Surviving the Game,6.1,53,1994,1.0391909459459459
543,50000000,9057,8.012225,1994-09-23,16478900,102.0,Terminal Velocity,5.0,82,1994,0.329578
544,0,20967,0.873068,1993-11-26,0,93.0,Thirty Two Short Films About Glenn Gould,7.4,9,1993,0.0
545,0,10635,10.82236,1994-04-08,0,93.0,Threesome,6.3,57,1994,0.0
546,18000000,9479,17.730913,1993-10-09,75634409,76.0,The Nightmare Before Christmas,7.6,2135,1993,4.201911611111111
547,30000000,10057,6.34785,1993-11-11,53898845,105.0,The Three Musketeers,6.2,219,1993,1.7966281666666666
548,25000000,11969,11.338194,1993-12-25,56505065,130.0,Tombstone,7.4,632,1993,2.2602026
549,0,41590,0.85586,1994-09-09,0,107.0,Trial by Jury,5.5,5,1994,0.0
550,12500000,319,17.189328,1993-09-09,12281551,120.0,True Romance,7.5,762,1993,0.98252408
551,0,26408,1.273617,1993-12-05,0,96.0,The War Room,7.3,19,1993,0.0
552,27000000,15139,7.436001,1994-11-23,13670688,80.0,The Pagemaster,6.2,178,1994,0.5063217777777778
553,0,161158,0.741522,1994-02-04,0,112.0,"Paris, France",6.0,2,1994,0.0
554,0,218473,0.38247,1994-01-01,0,0.0,"The Beans of Egypt, Maine",0.0,1,1994,0.0
555,0,85247,0.422224,1994-09-14,0,97.0,Killer,3.0,2,1994,0.0
556,0,11446,5.14056,1995-05-24,0,88.0,Welcome to the Dollhouse,6.9,103,1995,0.0
557,0,51980,2.759302,1993-09-29,0,160.0,Germinal,6.3,43,1993,0.0
558,0,24405,9.85327,1994-04-22,1596687,102.0,Chasers,4.7,22,1994,0.0
559,0,11655,5.513024,1993-09-12,0,94.0,Cronos,6.4,153,1993,0.0
560,0,11800,0.449733,1993-11-10,0,95.0,Naked in New York,4.0,3,1993,0.0
